ID_CLIENTE,CANAL,PRECIO_ASIGNADO,ZONA,CLAS_VENTA,TIPO_FACT
2726,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2727,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2728,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2729,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2730,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2731,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2732,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2733,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2734,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2735,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2736,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2737,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2738,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2739,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2740,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2741,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2742,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2743,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2744,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2745,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2746,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2747,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2748,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2749,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2750,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2751,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2752,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2753,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2754,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2755,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2756,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2757,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2758,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2759,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2760,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2761,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2762,DETALLE,DETALLE,URBANO,A- MAS 10000,CONTADO
2763,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2764,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2765,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2766,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2767,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2768,DETALLE,DETALLE,URBANO,B- 50001-10000,CONTADO
2769,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2770,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2771,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2772,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2773,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2774,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2775,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2776,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2777,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2778,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2779,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2780,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2781,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2782,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2783,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2784,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2785,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2786,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2787,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2788,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2789,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2790,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2791,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2792,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2793,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2794,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2795,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2796,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2797,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2798,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2799,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2800,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2801,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2802,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2803,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2804,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2805,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2806,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2807,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2808,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2809,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2810,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2811,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2812,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2813,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2814,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2815,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2816,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2817,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2818,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2819,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2820,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2821,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2822,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2823,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2824,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2825,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2826,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2827,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2828,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2829,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2830,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2831,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2832,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2833,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2834,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2835,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2836,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2837,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2838,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2839,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2840,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2841,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2842,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2843,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2844,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2845,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2846,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2847,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2848,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2849,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2850,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2851,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2852,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2853,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2854,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2855,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2856,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2857,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2858,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2859,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2860,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2861,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2862,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2863,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2864,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2865,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2866,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2867,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2868,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2869,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2870,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2871,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2872,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2873,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2874,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2875,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2876,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2877,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2878,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2879,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2880,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2881,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2882,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2883,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2884,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2885,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2886,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2887,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2888,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2889,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2890,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2891,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2892,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2893,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2894,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2895,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2896,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2897,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2898,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2899,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2900,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2901,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2902,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2903,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2904,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2905,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2906,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2907,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2908,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2909,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2910,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2911,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2912,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2913,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2914,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2915,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2916,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2917,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2918,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2919,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2920,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2921,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2922,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2923,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2924,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2925,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2926,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2927,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2928,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2929,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2930,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2931,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2932,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2933,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2934,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2935,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2936,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2937,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2938,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2939,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2940,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2941,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2942,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2943,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2944,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2945,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2946,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2947,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2948,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2949,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2950,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2951,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2952,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2953,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2954,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2955,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2956,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2957,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2958,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2959,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2960,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2961,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2962,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2963,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2964,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2965,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2966,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2967,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2968,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2969,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2970,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2971,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2972,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2973,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2974,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2975,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2976,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2977,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2978,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2979,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2980,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2981,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2982,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2983,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2984,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2985,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2986,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2987,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2988,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2989,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2990,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2991,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2992,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2993,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2994,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2995,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2996,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2997,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2998,DETALLE,DETALLE,URBANO,C- 2501-5000,CONTADO
2999,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3000,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3001,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3002,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3003,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3004,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3005,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3006,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3007,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3008,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3009,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3010,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3011,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3012,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3013,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3014,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3015,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3016,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3017,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3018,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3019,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3020,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3021,DETALLE,DETALLE,URBANO,A- MAS 10000,CREDITO
3022,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3023,DETALLE,DETALLE,URBANO,A- MAS 10000,CREDITO
3024,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3025,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3026,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3027,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3028,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3029,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3030,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3031,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3032,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3033,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3034,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3035,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3036,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3037,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3038,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3039,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3040,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3041,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3042,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3043,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3044,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3045,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3046,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3047,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3048,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3049,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3050,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3051,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3052,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3053,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3054,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3055,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3056,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3057,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3058,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3059,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3060,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3061,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3062,DETALLE,DETALLE,URBANO,A- MAS 10000,CREDITO
3063,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3064,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3065,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3066,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3067,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3068,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3069,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3070,DETALLE,DETALLE,URBANO,B- 50001-10000,CREDITO
3071,DETALLE,DETALLE,URBANO,C- 2501-5000,CREDITO
3072,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3073,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3074,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3075,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3076,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3077,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3078,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3079,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3080,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3081,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3082,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3083,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3084,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3085,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3086,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3087,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3088,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3089,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3090,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3091,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3092,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3093,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3094,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3095,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3096,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3097,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3098,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3099,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3100,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3101,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3102,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3103,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3104,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3105,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3106,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3107,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3108,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3109,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3110,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3111,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3112,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3113,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3114,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3115,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3116,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3117,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3118,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3119,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3120,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3121,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
3122,DETALLE,DETALLE,URBANO,D- 0 - 2500,CREDITO
